Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
1,Quincy Acy\acyqu01,PF,25,SAC,59,29,14.8,2.0,3.6,.556,0.3,0.8,.388,1.7,2.8,.606,.600,0.8,1.2,.735,1.1,2.1,3.2,0.5,0.5,0.4,0.5,1.7,5.2
2,Jordan Adams\adamsjo01,SG,21,MEM,2,0,7.5,1.0,3.0,.333,0.0,0.5,.000,1.0,2.5,.400,.333,1.5,2.5,.600,0.0,1.0,1.0,1.5,1.5,0.0,1.0,1.0,3.5
3,Steven Adams\adamsst01,C,22,OKC,80,80,25.2,3.3,5.3,.613,0.0,0.0,,3.3,5.3,.613,.613,1.4,2.5,.582,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8.0
4,Arron Afflalo\afflaar01,SG,30,NYK,71,57,33.4,5.0,11.3,.443,1.3,3.4,.382,3.7,7.9,.469,.500,1.5,1.8,.840,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,12.8
5,Alexis Ajinca\ajincal01,C,27,NOP,59,17,14.6,2.5,5.3,.476,0.0,0.0,.000,2.5,5.3,.478,.476,0.9,1.1,.839,1.3,3.3,4.6,0.5,0.3,0.6,0.9,2.3,6.0
6,Cole Aldrich\aldrico01,C,27,LAC,60,5,13.3,2.2,3.8,.596,0.0,0.0,,2.2,3.8,.596,.596,1.0,1.4,.714,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5
7,LaMarcus Aldridge\aldrila01,PF,30,SAS,74,74,30.6,7.2,14.1,.513,0.0,0.2,.000,7.2,13.9,.521,.513,3.5,4.1,.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0
8,Cliff Alexander\alexacl01,PF,20,POR,8,0,4.5,0.6,1.3,.500,0.0,0.0,,0.6,1.3,.500,.500,0.0,0.0,,0.3,0.5,0.8,0.0,0.1,0.3,0.1,0.1,1.3
9,Lavoy Allen\allenla01,PF,26,IND,79,28,20.2,2.4,4.7,.516,0.0,0.0,,2.4,4.7,.516,.516,0.6,0.9,.630,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4
10,Tony Allen\allento01,SG,34,MEM,64,57,25.3,3.4,7.3,.458,0.2,0.7,.357,3.1,6.7,.468,.474,1.4,2.2,.652,1.6,3.0,4.6,1.1,1.7,0.3,1.2,2.7,8.4
11,Al-Farouq Aminu\aminual01,SF,25,POR,82,82,28.5,3.6,8.8,.416,1.5,4.3,.361,2.1,4.5,.468,.503,1.4,1.9,.737,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2
12,Lou Amundson\amundlo01,PF,33,NYK,29,0,7.0,0.7,1.8,.358,0.0,0.0,,0.7,1.8,.358,.358,0.5,0.9,.519,0.8,0.9,1.7,0.4,0.2,0.2,0.5,1.5,1.8
13,Chris Andersen\anderch01,C,37,TOT,27,15,14.9,1.4,2.7,.528,0.1,0.5,.286,1.3,2.1,.586,.556,0.9,1.3,.694,1.3,2.3,3.6,0.4,0.6,0.5,0.3,1.1,3.9
14,Chris Andersen\anderch01,C,37,MIA,7,1,5.1,0.6,1.4,.400,0.3,0.7,.400,0.3,0.7,.400,.500,0.4,0.6,.750,0.4,0.9,1.3,0.4,0.1,0.4,0.3,0.6,1.9
15,Chris Andersen\anderch01,C,37,MEM,20,14,18.3,1.7,3.1,.548,0.1,0.5,.222,1.6,2.7,.604,.565,1.1,1.6,.688,1.7,2.8,4.5,0.5,0.7,0.5,0.4,1.3,4.6
16,Alan Anderson\anderal01,SG,33,WAS,13,0,14.8,1.6,4.5,.356,0.9,2.8,.324,0.7,1.7,.409,.458,0.8,1.2,.733,0.1,2.0,2.1,1.1,0.3,0.1,0.2,1.9,5.0
17,James Anderson\anderja01,SG,26,SAC,51,15,14.1,1.3,3.5,.376,0.5,1.7,.267,0.9,1.8,.478,.441,0.4,0.6,.759,0.3,1.4,1.7,0.8,0.4,0.3,0.8,1.1,3.5
18,Justin Anderson\anderju01,SF,22,DAL,55,9,11.8,1.3,3.2,.406,0.4,1.5,.265,0.9,1.7,.533,.469,0.8,1.0,.800,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0.8,3.8
19,Kyle Anderson\anderky01,SF,22,SAS,78,11,16.0,1.8,3.8,.468,0.2,0.5,.324,1.6,3.3,.488,.488,0.8,1.1,.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5
20,Ryan Anderson\anderry01,PF,27,NOP,66,7,30.4,6.0,14.1,.427,2.0,5.4,.366,4.0,8.7,.466,.498,3.0,3.5,.873,2.0,4.0,6.0,1.1,0.6,0.4,1.4,1.7,17.0
21,Giannis Antetokounmpo\antetgi01,PG,21,MIL,80,79,35.3,6.4,12.7,.506,0.4,1.4,.257,6.1,11.3,.537,.520,3.7,5.1,.724,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9
22,Thanasis Antetokounmpo\antetth01,SF,23,NYK,2,0,3.0,1.5,2.0,.750,0.0,0.5,.000,1.5,1.5,1.000,.750,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.0
23,Carmelo Anthony\anthoca01,SF,31,NYK,72,72,35.1,7.9,18.2,.434,1.5,4.3,.339,6.4,13.8,.463,.474,4.6,5.6,.829,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8
24,Joel Anthony\anthojo01,C,33,DET,19,0,5.1,0.3,0.5,.600,0.0,0.0,,0.3,0.5,.600,.600,0.3,0.4,.750,0.4,0.7,1.1,0.1,0.1,0.6,0.1,0.8,0.9
25,Keith Appling\applike01,PG,23,ORL,5,0,5.4,0.4,1.6,.250,0.0,0.6,.000,0.4,1.0,.400,.250,0.4,0.4,1.000,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,1.2
26,Trevor Ariza\arizatr01,SF,30,HOU,81,81,35.3,4.4,10.6,.416,2.3,6.2,.371,2.1,4.4,.478,.523,1.6,2.0,.783,0.8,3.7,4.5,2.3,2.0,0.3,1.4,2.2,12.7
27,Darrell Arthur\arthuda01,PF,27,DEN,70,16,21.7,3.2,7.0,.452,0.6,1.7,.385,2.5,5.3,.473,.498,0.6,0.8,.755,1.2,3.0,4.2,1.4,0.8,0.7,0.9,2.6,7.5
28,Omer Asik\asikom01,C,29,NOP,68,64,17.3,1.5,2.9,.533,0.0,0.0,,1.5,2.9,.533,.533,0.9,1.6,.545,1.8,4.3,6.1,0.4,0.3,0.3,0.9,1.8,4.0
29,D.J. Augustin\augusdj01,PG,28,TOT,62,0,19.0,2.4,5.6,.423,1.1,2.7,.405,1.3,2.9,.440,.520,1.7,2.1,.805,0.1,1.4,1.5,3.2,0.6,0.1,1.4,1.4,7.5
30,D.J. Augustin\augusdj01,PG,28,OKC,34,0,15.3,1.4,3.6,.380,0.7,1.8,.393,0.6,1.8,.367,.479,0.8,1.0,.765,0.1,1.1,1.3,1.9,0.4,0.1,0.9,1.2,4.2
31,D.J. Augustin\augusdj01,PG,28,DEN,28,0,23.5,3.6,8.2,.445,1.6,3.8,.411,2.1,4.4,.475,.541,2.8,3.4,.819,0.1,1.8,1.9,4.7,0.9,0.1,1.9,1.6,11.6
32,Jeff Ayres\pendeje02,C,28,LAC,17,0,6.3,0.7,1.4,.522,0.0,0.1,.000,0.7,1.3,.545,.522,0.4,0.4,1.000,0.2,1.1,1.3,0.3,0.0,0.2,0.4,1.1,1.8
33,Luke Babbitt\babbilu01,SF,26,NOP,47,13,18.0,2.6,6.1,.422,0.9,2.3,.404,1.7,3.8,.433,.498,0.8,1.1,.780,0.5,2.6,3.1,1.1,0.2,0.1,0.5,1.9,7.0
34,Cameron Bairstow\bairsca01,C,25,CHI,18,2,5.7,0.7,2.2,.325,0.1,0.3,.200,0.7,1.9,.343,.338,0.4,0.4,.875,0.2,1.3,1.6,0.3,0.1,0.2,0.2,1.1,1.9
35,Leandro Barbosa\barbole01,SG,33,GSW,68,0,15.9,2.5,5.4,.462,0.6,1.6,.355,1.9,3.8,.508,.515,0.8,0.9,.839,0.4,1.3,1.7,1.2,0.6,0.1,0.8,1.6,6.4
36,J.J. Barea\bareajo01,PG,31,DAL,74,16,22.5,4.3,9.6,.446,1.4,3.5,.385,2.9,6.1,.481,.516,1.0,1.3,.771,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,10.9
37,Andrea Bargnani\bargnan01,C,30,BRK,46,0,13.8,2.8,6.1,.455,0.1,0.3,.188,2.7,5.7,.471,.461,1.0,1.2,.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6
38,Harrison Barnes\barneha02,SF,23,GSW,66,59,30.9,4.5,9.6,.466,1.2,3.2,.383,3.2,6.3,.508,.531,1.5,2.0,.761,1.2,3.8,4.9,1.8,0.6,0.2,0.9,2.1,11.7
39,Matt Barnes\barnema02,SF,35,MEM,76,45,28.8,3.5,9.1,.381,1.6,4.9,.322,1.9,4.3,.449,.467,1.5,1.8,.804,1.1,4.4,5.5,2.1,1.0,0.8,1.6,3.1,10.0
40,Will Barton\bartowi01,SG,25,DEN,82,1,28.7,5.2,12.0,.432,1.4,4.0,.345,3.8,8.0,.476,.489,2.6,3.3,.806,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4
41,Brandon Bass\bassbr01,PF,30,LAL,66,0,20.3,2.6,4.8,.549,0.0,0.0,.000,2.6,4.8,.552,.549,1.9,2.2,.845,1.6,2.7,4.3,1.1,0.5,0.8,0.6,1.9,7.2
42,Nicolas Batum\batumni01,SF,27,CHO,70,70,35.0,5.3,12.5,.426,2.0,5.7,.348,3.3,6.8,.492,.506,2.3,2.7,.849,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,14.9
43,Jerryd Bayless\bayleje01,SG,27,MIL,52,18,28.9,3.6,8.4,.423,1.9,4.4,.437,1.6,4.0,.408,.539,1.3,1.7,.778,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,10.4
44,Aron Baynes\baynear01,C,29,DET,81,1,15.2,2.4,4.7,.505,0.0,0.0,.000,2.4,4.7,.508,.505,1.6,2.0,.764,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,6.3
45,Kent Bazemore\bazemke01,SF,26,ATL,75,68,27.8,4.3,9.7,.441,1.5,4.1,.357,2.8,5.6,.502,.517,1.6,2.0,.815,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,11.6
46,Bradley Beal\bealbr01,SG,22,WAS,55,35,31.1,6.5,14.5,.449,1.9,4.9,.387,4.6,9.6,.481,.515,2.5,3.2,.767,0.7,2.7,3.4,2.9,1.0,0.2,2.0,2.1,17.4
47,Michael Beasley\beaslmi01,PF,27,HOU,20,0,18.2,5.4,10.3,.522,0.2,0.5,.333,5.2,9.8,.531,.529,1.9,2.5,.776,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2.0,12.8
48,Marco Belinelli\belinma01,SG,29,SAC,68,7,24.6,3.6,9.3,.386,1.3,4.4,.306,2.3,5.0,.456,.457,1.7,2.0,.833,0.1,1.6,1.7,1.9,0.5,0.0,1.2,1.3,10.2
49,Anthony Bennett\bennean01,PF,22,TOR,19,0,4.4,0.4,1.4,.296,0.2,0.7,.214,0.3,0.7,.385,.352,0.5,0.5,.900,0.3,0.9,1.2,0.0,0.3,0.0,0.2,0.4,1.5
50,Patrick Beverley\beverpa01,PG,27,HOU,71,63,28.7,3.6,8.4,.434,1.7,4.4,.400,1.9,4.0,.472,.539,0.8,1.2,.682,1.0,2.5,3.5,3.4,1.3,0.4,1.3,3.3,9.9
51,Bismack Biyombo\biyombi01,C,23,TOR,82,22,22.0,1.9,3.5,.542,0.0,0.0,.000,1.9,3.5,.544,.542,1.7,2.8,.628,2.2,5.8,8.0,0.4,0.2,1.6,0.9,2.7,5.5
52,Nemanja Bjelica\bjeline01,PF,27,MIN,60,0,17.9,1.8,3.9,.468,0.8,2.1,.384,1.0,1.8,.564,.570,0.7,0.9,.727,0.8,2.7,3.5,1.4,0.4,0.4,0.8,2.6,5.1
53,Tarik Black\blackta01,C,24,LAL,39,0,12.7,1.5,2.7,.548,0.0,0.0,,1.5,2.7,.548,.548,0.5,1.2,.422,1.1,2.9,4.0,0.4,0.4,0.5,0.6,2.0,3.4
54,DeJuan Blair\blairde01,C,26,WAS,29,0,7.5,1.0,2.3,.412,0.0,0.0,.000,1.0,2.3,.418,.412,0.2,0.4,.385,0.7,1.3,2.0,0.4,0.3,0.1,0.5,1.8,2.1
55,Steve Blake\blakest01,PG,35,DET,58,2,17.0,1.6,4.1,.388,0.9,2.6,.344,0.7,1.5,.461,.496,0.3,0.3,.800,0.2,1.4,1.5,3.4,0.4,0.1,1.4,1.2,4.4
56,Eric Bledsoe\bledser01,PG,26,PHO,31,31,34.2,7.2,15.9,.453,1.5,4.2,.372,5.6,11.7,.482,.502,4.5,5.5,.802,0.6,3.5,4.0,6.1,2.0,0.6,3.5,2.4,20.4
57,Bojan Bogdanovic\bogdabo02,SF,26,BRK,79,39,26.8,4.1,9.5,.433,1.6,4.3,.382,2.5,5.2,.474,.519,1.4,1.7,.833,0.5,2.8,3.2,1.3,0.4,0.1,1.5,1.5,11.2
58,Andrew Bogut\bogutan01,C,31,GSW,70,66,20.7,2.5,4.0,.627,0.0,0.0,1.000,2.5,4.0,.626,.629,0.3,0.7,.480,1.7,5.3,7.0,2.3,0.5,1.6,1.2,3.2,5.4
59,Matt Bonner\bonnema01,C,35,SAS,30,2,6.9,1.0,1.9,.509,0.5,1.1,.441,0.5,0.8,.609,.640,0.1,0.1,.750,0.1,0.8,0.9,0.3,0.2,0.0,0.1,0.5,2.5
60,Devin Booker\bookede01,SG,19,PHO,76,51,27.7,4.8,11.4,.423,1.3,3.8,.343,3.5,7.6,.464,.480,2.8,3.4,.840,0.4,2.1,2.5,2.6,0.6,0.3,2.1,3.0,13.8
61,Trevor Booker\booketr01,PF,28,UTA,79,2,20.7,2.4,4.9,.490,0.2,0.5,.293,2.3,4.4,.513,.505,0.9,1.3,.670,2.1,3.6,5.7,1.1,0.7,0.5,1.0,2.1,5.9
62,Chris Bosh\boshch01,PF,31,MIA,53,53,33.5,6.8,14.5,.467,1.5,4.2,.365,5.2,10.3,.508,.520,4.0,5.1,.795,0.9,6.5,7.4,2.4,0.7,0.6,1.5,1.9,19.1
63,Avery Bradley\bradlav01,SG,25,BOS,76,72,33.4,6.0,13.4,.447,1.9,5.4,.361,4.1,8.1,.505,.520,1.3,1.6,.780,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,15.2
64,Elton Brand\brandel01,C,36,PHI,17,1,13.2,1.8,4.2,.431,0.0,0.1,.000,1.8,4.2,.437,.431,0.5,0.5,.889,0.5,3.2,3.7,1.1,0.5,0.5,0.6,1.9,4.1
65,Corey Brewer\breweco01,SF,29,HOU,82,12,20.4,2.6,6.7,.384,0.7,2.7,.272,1.8,4.0,.460,.439,1.3,1.7,.750,0.5,1.9,2.4,1.3,1.0,0.2,1.0,2.0,7.2
66,Aaron Brooks\brookaa01,PG,31,CHI,69,0,16.1,2.7,6.8,.401,1.0,2.7,.357,1.8,4.1,.430,.471,0.7,0.9,.766,0.3,1.2,1.5,2.6,0.4,0.1,1.2,1.9,7.1
67,Anthony Brown\brownan02,SF,23,LAL,29,11,20.7,1.3,4.3,.310,0.7,2.4,.286,0.7,1.9,.339,.389,0.6,0.7,.850,0.3,2.1,2.4,0.7,0.5,0.2,0.5,1.2,4.0
68,Lorenzo Brown\brownlo01,PG,25,PHO,8,0,7.6,1.0,3.1,.320,0.1,1.0,.125,0.9,2.1,.412,.340,0.4,0.5,.750,0.0,0.9,0.9,1.4,0.4,0.1,1.1,0.5,2.5
69,Markel Brown\brownma02,SG,24,BRK,62,6,15.8,2.0,5.2,.394,0.6,2.0,.314,1.4,3.2,.443,.453,1.1,1.5,.755,0.4,1.6,2.0,1.5,0.6,0.2,0.9,1.5,5.9
70,Kobe Bryant\bryanko01,SF,37,LAL,66,66,28.2,6.0,16.9,.358,2.0,7.1,.285,4.0,9.8,.410,.417,3.5,4.3,.826,0.6,3.1,3.7,2.8,0.9,0.2,2.0,1.7,17.6
71,Chase Budinger\budinch01,SF,27,TOT,66,2,14.1,1.6,3.6,.435,0.4,1.3,.279,1.2,2.3,.523,.485,0.6,0.8,.696,0.7,1.6,2.3,1.0,0.5,0.2,0.7,0.9,4.1
72,Chase Budinger\budinch01,SF,27,IND,49,2,14.9,1.7,4.0,.418,0.4,1.4,.290,1.2,2.6,.488,.469,0.7,1.0,.708,0.6,1.8,2.5,1.0,0.6,0.2,0.6,0.9,4.4
73,Chase Budinger\budinch01,SF,27,PHO,17,0,11.8,1.4,2.6,.511,0.2,1.0,.235,1.1,1.6,.679,.556,0.3,0.5,.625,0.7,1.0,1.7,0.9,0.2,0.1,0.8,0.9,3.2
74,Reggie Bullock\bullore01,SF,24,DET,37,0,11.6,1.2,2.6,.439,0.6,1.4,.415,0.6,1.2,.467,.551,0.4,0.4,.933,0.4,1.5,1.8,0.7,0.3,0.1,0.2,0.8,3.3
75,Trey Burke\burketr01,PG,23,UTA,64,0,21.3,4.1,9.9,.413,1.4,4.0,.344,2.7,5.9,.460,.483,1.0,1.3,.817,0.3,1.5,1.8,2.3,0.5,0.1,1.3,1.3,10.6
76,Alec Burks\burksal01,SG,24,UTA,31,3,25.7,4.4,10.8,.410,1.0,2.5,.405,3.4,8.2,.412,.458,3.4,4.5,.752,0.5,3.0,3.5,2.0,0.6,0.1,1.6,2.3,13.3
77,Caron Butler\butleca01,SF,35,SAC,17,1,10.4,1.5,3.5,.424,0.2,1.1,.167,1.3,2.4,.537,.449,0.6,0.7,.833,0.3,1.0,1.3,0.6,0.5,0.1,0.2,1.1,3.7
78,Jimmy Butler\butleji01,SG,26,CHI,67,67,36.9,7.0,15.4,.454,1.0,3.1,.312,6.1,12.4,.489,.485,5.9,7.1,.832,1.2,4.2,5.3,4.8,1.6,0.6,2.0,1.9,20.9
79,Rasual Butler\butlera01,SF,36,SAS,46,0,9.4,1.1,2.3,.471,0.3,1.1,.306,0.7,1.2,.618,.543,0.2,0.3,.688,0.1,1.2,1.2,0.5,0.3,0.5,0.2,0.2,2.7
80,Bruno Caboclo\cabocbr01,SF,20,TOR,6,1,7.2,0.2,2.0,.083,0.2,1.2,.143,0.0,0.8,.000,.125,0.0,0.0,,0.2,0.2,0.3,0.2,0.3,0.2,0.7,0.3,0.5
81,Jose Calderon\caldejo01,PG,34,NYK,72,72,28.1,2.9,6.3,.459,1.2,2.8,.414,1.7,3.5,.496,.552,0.6,0.7,.875,0.3,2.9,3.2,4.1,0.9,0.1,1.2,1.9,7.6
82,Kentavious Caldwell-Pope\caldwke01,SG,22,DET,76,76,36.7,5.3,12.6,.420,1.5,4.9,.309,3.8,7.8,.489,.479,2.4,3.0,.811,0.9,2.8,3.7,1.8,1.4,0.2,1.4,2.2,14.5
83,Isaiah Canaan\canaais01,SG,24,PHI,77,39,25.5,3.4,9.4,.360,2.3,6.3,.363,1.1,3.1,.354,.482,1.9,2.3,.833,0.3,2.0,2.3,1.8,0.7,0.2,1.2,1.7,11.0
84,Clint Capela\capelca01,C,21,HOU,77,35,19.1,3.0,5.2,.582,0.0,0.0,.000,3.0,5.1,.583,.582,1.0,2.7,.379,2.5,3.9,6.4,0.6,0.8,1.2,0.8,2.5,7.0
85,DeMarre Carroll\carrode01,SF,29,TOR,26,22,30.2,4.0,10.4,.389,1.8,4.5,.390,2.3,5.8,.388,.474,1.2,1.9,.600,1.2,3.5,4.7,1.0,1.7,0.2,1.1,2.4,11.0
86,Vince Carter\cartevi01,SG,39,MEM,60,3,16.8,2.2,5.7,.388,1.0,2.8,.349,1.2,2.9,.425,.474,1.2,1.4,.833,0.5,1.9,2.4,0.9,0.6,0.3,0.6,1.7,6.6
87,Michael Carter-Williams\cartemi01,PG,24,MIL,54,37,30.5,4.6,10.3,.452,0.3,1.0,.273,4.4,9.3,.472,.466,2.0,3.0,.654,0.9,4.2,5.1,5.2,1.5,0.8,2.8,3.0,11.5
88,Omri Casspi\casspom01,PF,27,SAC,69,21,27.2,4.3,9.0,.481,1.6,4.0,.409,2.7,5.0,.537,.571,1.5,2.3,.648,0.8,5.1,5.9,1.4,0.8,0.2,1.4,2.2,11.8
89,Willie Cauley-Stein\caulewi01,C,22,SAC,66,39,21.4,2.9,5.1,.563,0.0,0.0,.000,2.9,5.1,.567,.563,1.2,1.9,.648,2.0,3.3,5.3,0.6,0.7,1.0,0.7,2.2,7.0
90,Mario Chalmers\chalmma01,PG,29,TOT,61,7,22.5,3.0,7.3,.410,0.8,2.4,.309,2.2,4.8,.461,.462,3.6,4.3,.832,0.4,2.2,2.6,3.8,1.4,0.2,1.8,3.0,10.3
91,Mario Chalmers\chalmma01,PG,29,MIA,6,0,20.0,1.7,5.3,.313,0.2,1.8,.091,1.5,3.5,.429,.328,2.0,2.2,.923,0.2,2.2,2.3,3.2,1.3,0.2,1.5,2.7,5.5
92,Mario Chalmers\chalmma01,PG,29,MEM,55,7,22.8,3.1,7.5,.417,0.8,2.5,.326,2.3,5.0,.464,.472,3.7,4.5,.827,0.4,2.2,2.6,3.8,1.5,0.2,1.8,3.0,10.8
93,Tyson Chandler\chandty01,C,33,PHO,66,60,24.5,2.8,4.8,.583,0.0,0.0,.000,2.8,4.7,.585,.583,1.6,2.6,.620,2.7,6.1,8.7,1.0,0.5,0.7,1.4,2.2,7.2
94,Rakeem Christmas\chrisra01,PF,24,IND,1,0,6.0,2.0,2.0,1.000,0.0,0.0,,2.0,2.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
95,Ian Clark\clarkia01,SG,24,GSW,66,1,8.8,1.3,3.1,.441,0.5,1.3,.357,0.9,1.8,.500,.515,0.4,0.5,.824,0.2,0.8,1.0,1.0,0.3,0.2,0.7,0.9,3.6
96,Coty Clarke\clarkco01,SF,23,BOS,3,0,2.0,0.7,1.3,.500,0.7,0.7,1.000,0.0,0.7,.000,.750,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,2.0
97,Jordan Clarkson\clarkjo01,SG,23,LAL,79,79,32.3,6.0,13.9,.433,1.4,4.1,.347,4.6,9.8,.468,.483,2.1,2.6,.804,1.2,2.8,4.0,2.4,1.1,0.1,1.7,2.1,15.5
98,Norris Cole\coleno01,PG,27,NOP,45,23,26.6,4.4,10.8,.405,0.7,2.3,.324,3.6,8.5,.427,.439,1.2,1.4,.800,0.2,3.1,3.4,3.7,0.8,0.1,1.7,2.3,10.6
99,Darren Collison\collida01,PG,28,SAC,74,15,30.0,5.1,10.5,.486,1.2,2.9,.401,3.9,7.6,.519,.542,2.6,3.1,.858,0.4,1.9,2.3,4.3,1.0,0.1,1.8,1.9,14.0
100,Nick Collison\collini01,PF,35,OKC,59,4,11.8,0.8,1.8,.459,0.0,0.0,.000,0.8,1.8,.467,.459,0.4,0.6,.697,1.2,1.7,2.9,0.9,0.3,0.3,0.8,1.8,2.1
101,Mike Conley\conlemi01,PG,28,MEM,56,56,31.4,5.3,12.4,.422,1.4,3.8,.363,3.9,8.6,.449,.478,3.4,4.1,.834,0.5,2.5,2.9,6.1,1.2,0.3,1.5,1.8,15.3
102,Pat Connaughton\connapa01,SG,23,POR,34,0,4.2,0.4,1.4,.265,0.1,0.6,.238,0.2,0.8,.286,.316,0.1,0.1,1.000,0.3,0.6,0.9,0.3,0.1,0.0,0.3,0.2,1.1
103,Chris Copeland\copelch01,PF,31,MIL,24,1,6.5,0.7,2.1,.333,0.4,1.5,.278,0.3,0.6,.467,.431,0.3,0.3,.857,0.0,0.4,0.4,0.5,0.1,0.0,0.3,0.7,2.1
104,Bryce Cotton\cottobr01,PG,23,TOT,8,0,4.9,0.5,1.3,.400,0.0,0.4,.000,0.5,0.9,.571,.400,0.0,0.0,,0.0,0.0,0.0,0.4,0.4,0.0,0.6,0.3,1.0
